,osurl,subject
330,"https://explorer-api.opensyllabus.org/v1/works/55310588840215.json
",Panathenaia
331,"https://explorer-api.opensyllabus.org/v1/works/55310588840215.json
",Athens (Greece)
332,"https://explorer-api.opensyllabus.org/v1/works/54649163876491.json
","Mythology, Greek."
333,"https://explorer-api.opensyllabus.org/v1/works/54125177864428.json
",Aeschylus
334,"https://explorer-api.opensyllabus.org/v1/works/7636452108668.json
","Seneca, Lucius Annaeus,"
335,"https://explorer-api.opensyllabus.org/v1/works/33595234190957.json
",Classical literature
336,"https://explorer-api.opensyllabus.org/v1/works/64089502003809.json
",Classical literature
337,"https://explorer-api.opensyllabus.org/v1/works/47914655155646.json
",Translating and interpreting.
338,"https://explorer-api.opensyllabus.org/v1/works/33706903341157.json
",Translating and interpreting.
339,"https://explorer-api.opensyllabus.org/v1/works/46858093202177.json
",Rome
340,"https://explorer-api.opensyllabus.org/v1/works/46858093202177.json
",Rome
341,"https://explorer-api.opensyllabus.org/v1/works/46858093202177.json
",Rome
342,"https://explorer-api.opensyllabus.org/v1/works/47777216203226.json
",Sex in art.
343,"https://explorer-api.opensyllabus.org/v1/works/47777216203226.json
","Art, Classical."
344,"https://explorer-api.opensyllabus.org/v1/works/47777216203226.json
","Art, Ancient."
345,"https://explorer-api.opensyllabus.org/v1/works/48816598288708.json
",Funeral rites and ceremonies
346,"https://explorer-api.opensyllabus.org/v1/works/48816598288708.json
",Death.
347,"https://explorer-api.opensyllabus.org/v1/works/48816598288708.json
",Women
348,"https://explorer-api.opensyllabus.org/v1/works/48816598288708.json
",Families
349,"https://explorer-api.opensyllabus.org/v1/works/48816598288708.json
",Greece
350,"https://explorer-api.opensyllabus.org/v1/works/48816598288708.json
",Greece
351,"https://explorer-api.opensyllabus.org/v1/works/7816840987223.json
",Greece
352,"https://explorer-api.opensyllabus.org/v1/works/7816840987223.json
",Greece
353,"https://explorer-api.opensyllabus.org/v1/works/7816840987223.json
",Greece
354,"https://explorer-api.opensyllabus.org/v1/works/7816840987223.json
",Greece
355,"https://explorer-api.opensyllabus.org/v1/works/49417893708349.json
","Vase-painting, Greek."
356,"https://explorer-api.opensyllabus.org/v1/works/49417893708349.json
","Sculpture, Greek."
357,"https://explorer-api.opensyllabus.org/v1/works/48550310314800.json
",Literary form
358,"https://explorer-api.opensyllabus.org/v1/works/48550310314800.json
","Rhetoric, Ancient"
359,"https://explorer-api.opensyllabus.org/v1/works/48550310314800.json
",Classical fiction
360,"https://explorer-api.opensyllabus.org/v1/works/9062381504355.json
",Classical fiction
361,"https://explorer-api.opensyllabus.org/v1/works/39960375724419.json
",Classical fiction
362,"https://explorer-api.opensyllabus.org/v1/works/45131516347559.json
",Greece
363,"https://explorer-api.opensyllabus.org/v1/works/45131516347559.json
",Greece
364,"https://explorer-api.opensyllabus.org/v1/works/59382217836218.json
",Euripides
365,"https://explorer-api.opensyllabus.org/v1/works/47854525615001.json
",Translating and interpreting
366,"https://explorer-api.opensyllabus.org/v1/works/49280454754314.json
",Homer.
367,"https://explorer-api.opensyllabus.org/v1/works/48515950578103.json
",Homer.
368,"https://explorer-api.opensyllabus.org/v1/works/52381421144750.json
","Vase-painting, Greek."
369,"https://explorer-api.opensyllabus.org/v1/works/52381421144750.json
","Mythology, Greek, in art."
370,"https://explorer-api.opensyllabus.org/v1/works/52381421144750.json
",Trojan War in art.
371,"https://explorer-api.opensyllabus.org/v1/works/49615462206401.json
",Greek drama
372,"https://explorer-api.opensyllabus.org/v1/works/49615462206401.json
",Theater and society
373,"https://explorer-api.opensyllabus.org/v1/works/8727373791375.json
",Dramatists
374,"https://explorer-api.opensyllabus.org/v1/works/8727373791375.json
",Playwriting
375,"https://explorer-api.opensyllabus.org/v1/works/8727373791375.json
",Dionysus (Greek deity)
376,"https://explorer-api.opensyllabus.org/v1/works/8727373791375.json
",Voyages to the otherworld
377,"https://explorer-api.opensyllabus.org/v1/works/49804440767325.json
",Homer
378,"https://explorer-api.opensyllabus.org/v1/works/49804440767325.json
",Homer.
379,"https://explorer-api.opensyllabus.org/v1/works/49804440767325.json
",Achilles (Greek mythology) in literature.
380,"https://explorer-api.opensyllabus.org/v1/works/49804440767325.json
",Trojan War in literature.
381,"https://explorer-api.opensyllabus.org/v1/works/49804440767325.json
","Rhetoric, Ancient."
382,"https://explorer-api.opensyllabus.org/v1/works/8048768880597.json
",Aeschylus.
383,"https://explorer-api.opensyllabus.org/v1/works/56745107917401.json
","Greek language, Biblical"
384,"https://explorer-api.opensyllabus.org/v1/works/56375740727386.json
","Greek language, Biblical"
385,"https://explorer-api.opensyllabus.org/v1/works/49581102467480.json
","Greek language, Biblical"
386,"https://explorer-api.opensyllabus.org/v1/works/49581102467480.json
","Greek language, Biblical"
387,"https://explorer-api.opensyllabus.org/v1/works/53781580482240.json
","Arts, Greek"
388,"https://explorer-api.opensyllabus.org/v1/works/53781580482240.json
",Greece
389,"https://explorer-api.opensyllabus.org/v1/works/52243982188816.json
","Civilization, Classical."
390,"https://explorer-api.opensyllabus.org/v1/works/52243982188816.json
",Dinners and dining
391,"https://explorer-api.opensyllabus.org/v1/works/52243982188816.json
",Dinners and dining
392,"https://explorer-api.opensyllabus.org/v1/works/52243982188816.json
",Dinners and dining in literature.
393,"https://explorer-api.opensyllabus.org/v1/works/52243982188816.json
",Classical literature
394,"https://explorer-api.opensyllabus.org/v1/works/52243982188816.json
",Rome
395,"https://explorer-api.opensyllabus.org/v1/works/52243982188816.json
",Greece
396,"https://explorer-api.opensyllabus.org/v1/works/51797305591085.json
","Parthenon (Athens, Greece)"
397,"https://explorer-api.opensyllabus.org/v1/works/51797305591085.json
","Sculpture, Greek"
398,"https://explorer-api.opensyllabus.org/v1/works/50706383896914.json
","Pottery, Greek."
399,"https://explorer-api.opensyllabus.org/v1/works/54915451848197.json
",Religion in literature.
400,"https://explorer-api.opensyllabus.org/v1/works/54915451848197.json
","Gods, Greek, in literature."
401,"https://explorer-api.opensyllabus.org/v1/works/54915451848197.json
",Greek drama (Tragedy)
402,"https://explorer-api.opensyllabus.org/v1/works/7559142944049.json
",Germanic peoples.
403,"https://explorer-api.opensyllabus.org/v1/works/8607114965820.json
","Pharsalus, Battle of, Farsala, Greece, 48 B.C."
404,"https://explorer-api.opensyllabus.org/v1/works/8607114965820.json
",Rome
405,"https://explorer-api.opensyllabus.org/v1/works/51659866637767.json
","Gods, Roman, in literature."
406,"https://explorer-api.opensyllabus.org/v1/works/51659866637767.json
","Gods, Greek, in literature."
407,"https://explorer-api.opensyllabus.org/v1/works/51659866637767.json
","Epic poetry, Classical"
408,"https://explorer-api.opensyllabus.org/v1/works/51659866637767.json
","Epic poetry, Classical"
409,"https://explorer-api.opensyllabus.org/v1/works/51307679320341.json
","Latin language, Medieval and modern"
410,"https://explorer-api.opensyllabus.org/v1/works/51307679320341.json
","Latin philology, Medieval and modern"
411,"https://explorer-api.opensyllabus.org/v1/works/51307679320341.json
","Latin language, Medieval and modern"
412,"https://explorer-api.opensyllabus.org/v1/works/51307679320341.json
","Latin philology, Medieval and modern"
413,"https://explorer-api.opensyllabus.org/v1/works/46291157517295.json
",Italy
414,"https://explorer-api.opensyllabus.org/v1/works/46291157517295.json
",Italy
415,"https://explorer-api.opensyllabus.org/v1/works/53180285061328.json
",Euripides
416,"https://explorer-api.opensyllabus.org/v1/works/7610682306148.json
","Nero,"
417,"https://explorer-api.opensyllabus.org/v1/works/7610682306148.json
",Emperors
418,"https://explorer-api.opensyllabus.org/v1/works/7610682306148.json
",Rome
419,"https://explorer-api.opensyllabus.org/v1/works/8057358904342.json
",Women
420,"https://explorer-api.opensyllabus.org/v1/works/8057358904342.json
",Seven against Thebes (Greek mythology)
421,"https://explorer-api.opensyllabus.org/v1/works/8057358904342.json
",Thebes (Greece)
422,"https://explorer-api.opensyllabus.org/v1/works/55559696941407.json
",Families
423,"https://explorer-api.opensyllabus.org/v1/works/41283225651411.json
",Terence
424,"https://explorer-api.opensyllabus.org/v1/works/41283225651411.json
","Plautus, Titus Maccius"
425,"https://explorer-api.opensyllabus.org/v1/works/41283225651411.json
","Menander,"
426,"https://explorer-api.opensyllabus.org/v1/works/41283225651411.json
",Classical drama (Comedy)
427,"https://explorer-api.opensyllabus.org/v1/works/51994874085678.json
",Apuleius.
428,"https://explorer-api.opensyllabus.org/v1/works/51994874085678.json
",Petronius Arbiter.
429,"https://explorer-api.opensyllabus.org/v1/works/51994874085678.json
","Rhetoric, Ancient."
430,"https://explorer-api.opensyllabus.org/v1/works/51994874085678.json
",Literature and history
431,"https://explorer-api.opensyllabus.org/v1/works/51994874085678.json
",Latin fiction
432,"https://explorer-api.opensyllabus.org/v1/works/8418136149500.json
",Apuleius.
433,"https://explorer-api.opensyllabus.org/v1/works/8418136149500.json
",Petronius Arbiter.
434,"https://explorer-api.opensyllabus.org/v1/works/8418136149500.json
","Rhetoric, Ancient."
435,"https://explorer-api.opensyllabus.org/v1/works/8418136149500.json
",Literature and history
436,"https://explorer-api.opensyllabus.org/v1/works/8418136149500.json
",Latin fiction
437,"https://explorer-api.opensyllabus.org/v1/works/7507602833439.json
",Orestes (Greek mythology)
438,"https://explorer-api.opensyllabus.org/v1/works/7876970277338.json
","Plautus, Titus Maccius."
439,"https://explorer-api.opensyllabus.org/v1/works/7876970277338.json
",Soldiers
440,"https://explorer-api.opensyllabus.org/v1/works/47141561041366.json
",Hellenism.
441,"https://explorer-api.opensyllabus.org/v1/works/47141561041366.json
",Greece
442,"https://explorer-api.opensyllabus.org/v1/works/8942122413205.json
",Achilles Tatius.
443,"https://explorer-api.opensyllabus.org/v1/works/8942122413205.json
","Romance fiction, Greek"
444,"https://explorer-api.opensyllabus.org/v1/works/39573828666208.json
",Water-supply engineering
445,"https://explorer-api.opensyllabus.org/v1/works/39573828666208.json
",Aqueducts
446,"https://explorer-api.opensyllabus.org/v1/works/65584150647178.json
","Art, Classical"
447,"https://explorer-api.opensyllabus.org/v1/works/65584150647178.json
","Art, Classical"
448,"https://explorer-api.opensyllabus.org/v1/works/58445914965118.json
",Human figure in art
449,"https://explorer-api.opensyllabus.org/v1/works/58445914965118.json
","Sculpture, Greek"
450,"https://explorer-api.opensyllabus.org/v1/works/34041910788805.json
",Human figure in art
451,"https://explorer-api.opensyllabus.org/v1/works/34041910788805.json
","Sculpture, Greek"
452,"https://explorer-api.opensyllabus.org/v1/works/48430051230953.json
",Bible
453,"https://explorer-api.opensyllabus.org/v1/works/48430051230953.json
","Greek language, Biblical."
454,"https://explorer-api.opensyllabus.org/v1/works/48430051230953.json
",Hebrew language.
455,"https://explorer-api.opensyllabus.org/v1/works/51161650431752.json
",Bible
456,"https://explorer-api.opensyllabus.org/v1/works/51161650431752.json
","Greek language, Biblical."
457,"https://explorer-api.opensyllabus.org/v1/works/51161650431752.json
",Hebrew language.
458,"https://explorer-api.opensyllabus.org/v1/works/40853728921889.json
",Great Britain
459,"https://explorer-api.opensyllabus.org/v1/works/40853728921889.json
",Great Britain
460,"https://explorer-api.opensyllabus.org/v1/works/50027779064836.json
",Bible.
461,"https://explorer-api.opensyllabus.org/v1/works/50027779064836.json
","Greek language, Biblical"
462,"https://explorer-api.opensyllabus.org/v1/works/8976482180431.json
",Latin drama (Comedy)
463,"https://explorer-api.opensyllabus.org/v1/works/52226802321917.json
",Sophocles.
464,"https://explorer-api.opensyllabus.org/v1/works/52226802321917.json
",Tragedy
465,"https://explorer-api.opensyllabus.org/v1/works/52226802321917.json
",Greek drama (Tragedy)
466,"https://explorer-api.opensyllabus.org/v1/works/57269093926889.json
",Latin language
467,"https://explorer-api.opensyllabus.org/v1/works/8014409116728.json
",Latin language
468,"https://explorer-api.opensyllabus.org/v1/works/62002147893933.json
",Helen of Troy (Greek mythology)
469,"https://explorer-api.opensyllabus.org/v1/works/8031589100073.json
",Rome
470,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
",Bible.
471,"https://explorer-api.opensyllabus.org/v1/works/54924041782012.json
","Greek language, Biblical"
472,"https://explorer-api.opensyllabus.org/v1/works/8950712288751.json
",Literature
473,"https://explorer-api.opensyllabus.org/v1/works/8950712288751.json
",Translating and interpreting
474,"https://explorer-api.opensyllabus.org/v1/works/36971078484306.json
",Art and state
475,"https://explorer-api.opensyllabus.org/v1/works/36971078484306.json
","Art, Roman."
476,"https://explorer-api.opensyllabus.org/v1/works/51410758535242.json
",Greek drama (Tragedy)
477,"https://explorer-api.opensyllabus.org/v1/works/48962627175727.json
",Aristophanes
478,"https://explorer-api.opensyllabus.org/v1/works/48962627175727.json
",Greek drama (Comedy)
479,"https://explorer-api.opensyllabus.org/v1/works/48962627175727.json
",Greece
480,"https://explorer-api.opensyllabus.org/v1/works/44349832298852.json
","Vases, Greek."
481,"https://explorer-api.opensyllabus.org/v1/works/44349832298852.json
","Vase-painting, Greek."
482,"https://explorer-api.opensyllabus.org/v1/works/44349832298852.json
",Greece
483,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
",Aristophanes
484,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
",Aristophanes
485,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
",Aristophanes
486,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
",Theater
487,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
","Rhetoric, Ancient."
488,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
",Drama
489,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
",Theater audiences
490,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
",Politics and literature
491,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
",Greek drama (Comedy)
492,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
","Political plays, Greek"
493,"https://explorer-api.opensyllabus.org/v1/works/43258910607449.json
",Athens (Greece)
494,"https://explorer-api.opensyllabus.org/v1/works/40853728919886.json
",Greek poetry
495,"https://explorer-api.opensyllabus.org/v1/works/7507602833493.json
",Greek poetry
496,"https://explorer-api.opensyllabus.org/v1/works/75265006897685.json
",Greek poetry
497,"https://explorer-api.opensyllabus.org/v1/works/7748121511763.json
","Inscriptions, Latin."
498,"https://explorer-api.opensyllabus.org/v1/works/7748121511763.json
","Inscriptions, Greek."
499,"https://explorer-api.opensyllabus.org/v1/works/7748121511763.json
",Rome
500,"https://explorer-api.opensyllabus.org/v1/works/7748121511763.json
",Greece
501,"https://explorer-api.opensyllabus.org/v1/works/7748121511763.json
",Rome
502,"https://explorer-api.opensyllabus.org/v1/works/7748121511763.json
",Greece
503,"https://explorer-api.opensyllabus.org/v1/works/32710470926907.json
",Classical dictionaries.
504,"https://explorer-api.opensyllabus.org/v1/works/32710470926907.json
",Classical literature
505,"https://explorer-api.opensyllabus.org/v1/works/41274635716601.json
",Translating and interpreting
506,"https://explorer-api.opensyllabus.org/v1/works/50414326122914.json
",Religion and literature
507,"https://explorer-api.opensyllabus.org/v1/works/50414326122914.json
","Religious drama, Greek"
508,"https://explorer-api.opensyllabus.org/v1/works/50414326122914.json
",Greek drama (Tragedy)
509,"https://explorer-api.opensyllabus.org/v1/works/50414326122914.json
",Athens (Greece)
510,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
","History, Ancient."
511,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",Greece
512,"https://explorer-api.opensyllabus.org/v1/works/7782481245047.json
",Rome
513,"https://explorer-api.opensyllabus.org/v1/works/48670569398881.json
",Greece
514,"https://explorer-api.opensyllabus.org/v1/works/51659866638847.json
",Greece
515,"https://explorer-api.opensyllabus.org/v1/works/51659866638847.json
",Greece
516,"https://explorer-api.opensyllabus.org/v1/works/8753143593392.json
",Polytheism.
517,"https://explorer-api.opensyllabus.org/v1/works/8753143593392.json
",Athens (Greece)
518,"https://explorer-api.opensyllabus.org/v1/works/8753143593392.json
",Athens (Greece)
519,"https://explorer-api.opensyllabus.org/v1/works/51359218928686.json
",Homer
520,"https://explorer-api.opensyllabus.org/v1/works/51359218928686.json
",Homer.
521,"https://explorer-api.opensyllabus.org/v1/works/51359218928686.json
",Achilles (Greek mythology) in literature.
522,"https://explorer-api.opensyllabus.org/v1/works/51359218928686.json
",Performance in literature.
523,"https://explorer-api.opensyllabus.org/v1/works/51359218928686.json
",Speech in literature.
524,"https://explorer-api.opensyllabus.org/v1/works/51359218928686.json
",Heroes in literature.
525,"https://explorer-api.opensyllabus.org/v1/works/47966194762566.json
",Oral tradition
526,"https://explorer-api.opensyllabus.org/v1/works/47966194762566.json
",Literature and society
527,"https://explorer-api.opensyllabus.org/v1/works/47966194762566.json
",Greek poetry
528,"https://explorer-api.opensyllabus.org/v1/works/47966194762566.json
",Greece
529,"https://explorer-api.opensyllabus.org/v1/works/44616120272491.json
",Speech in literature.
530,"https://explorer-api.opensyllabus.org/v1/works/44616120272491.json
",Sex role in literature.
531,"https://explorer-api.opensyllabus.org/v1/works/44616120272491.json
",Greek language
532,"https://explorer-api.opensyllabus.org/v1/works/44616120272491.json
",Gender identity in literature.
533,"https://explorer-api.opensyllabus.org/v1/works/44616120272491.json
",Greek language
534,"https://explorer-api.opensyllabus.org/v1/works/44616120272491.json
",Women and literature
535,"https://explorer-api.opensyllabus.org/v1/works/44616120272491.json
",Greek drama
536,"https://explorer-api.opensyllabus.org/v1/works/32478542693719.json
",Greek language
537,"https://explorer-api.opensyllabus.org/v1/works/32478542693719.json
",Greek language
538,"https://explorer-api.opensyllabus.org/v1/works/56349970925210.json
","Tragic, The."
539,"https://explorer-api.opensyllabus.org/v1/works/56349970925210.json
",Performing arts
540,"https://explorer-api.opensyllabus.org/v1/works/56349970925210.json
",Greek poetry
541,"https://explorer-api.opensyllabus.org/v1/works/56349970925210.json
",Greek drama (Tragedy)
542,"https://explorer-api.opensyllabus.org/v1/works/8976482153142.json
",Criticism
543,"https://explorer-api.opensyllabus.org/v1/works/8976482153142.json
",Poetics
544,"https://explorer-api.opensyllabus.org/v1/works/8976482153142.json
",Aesthetics
545,"https://explorer-api.opensyllabus.org/v1/works/7584912501794.json
",Criticism
546,"https://explorer-api.opensyllabus.org/v1/works/7584912501794.json
",Poetics
547,"https://explorer-api.opensyllabus.org/v1/works/7584912501794.json
",Aesthetics
548,"https://explorer-api.opensyllabus.org/v1/works/7507602833484.json
","Epic poetry, Latin."
549,"https://explorer-api.opensyllabus.org/v1/works/7507602833484.json
",Rome
550,"https://explorer-api.opensyllabus.org/v1/works/7842610791491.json
",Romans
551,"https://explorer-api.opensyllabus.org/v1/works/7842610791491.json
",Great Britain
552,"https://explorer-api.opensyllabus.org/v1/works/8693014266875.json
",Romans
553,"https://explorer-api.opensyllabus.org/v1/works/8693014266875.json
",Great Britain
554,"https://explorer-api.opensyllabus.org/v1/works/8297877292017.json
",Romans
555,"https://explorer-api.opensyllabus.org/v1/works/8297877292017.json
",Great Britain
556,"https://explorer-api.opensyllabus.org/v1/works/42408507081963.json
",Rome
557,"https://explorer-api.opensyllabus.org/v1/works/42408507081963.json
",Rome
558,"https://explorer-api.opensyllabus.org/v1/works/50036369001157.json
",Law
559,"https://explorer-api.opensyllabus.org/v1/works/50036369001157.json
","Law, Greek."
560,"https://explorer-api.opensyllabus.org/v1/works/50036369001157.json
",Athens (Greece)
561,"https://explorer-api.opensyllabus.org/v1/works/7541963081072.json
",Romans
562,"https://explorer-api.opensyllabus.org/v1/works/7541963081072.json
","Cities and towns, Ancient"
563,"https://explorer-api.opensyllabus.org/v1/works/7541963081072.json
",Great Britain
564,"https://explorer-api.opensyllabus.org/v1/works/7541963081072.json
",Great Britain
565,"https://explorer-api.opensyllabus.org/v1/works/45629732553517.json
","Art, Greek."
566,"https://explorer-api.opensyllabus.org/v1/works/7507602833459.json
","Menander,"
567,"https://explorer-api.opensyllabus.org/v1/works/49787260897140.json
","Bacon, Francis,"
568,"https://explorer-api.opensyllabus.org/v1/works/49787260897140.json
",Portrait painting
569,"https://explorer-api.opensyllabus.org/v1/works/46694884442962.json
",Women
570,"https://explorer-api.opensyllabus.org/v1/works/42674795053468.json
",Women
571,"https://explorer-api.opensyllabus.org/v1/works/47622597379422.json
",Homer.
572,"https://explorer-api.opensyllabus.org/v1/works/48722109008421.json
",Literature and history
573,"https://explorer-api.opensyllabus.org/v1/works/48722109008421.json
",Greek fiction
574,"https://explorer-api.opensyllabus.org/v1/works/7507602833445.json
",Iphigenia (Greek mythology)
575,"https://explorer-api.opensyllabus.org/v1/works/7791070843885.json
",Translating and interpreting
576,"https://explorer-api.opensyllabus.org/v1/works/50465865728887.json
",Akkadian language
577,"https://explorer-api.opensyllabus.org/v1/works/41781441857019.json
","Magic, Ancient"
578,"https://explorer-api.opensyllabus.org/v1/works/41781441857019.json
",Rome
579,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
",Men
580,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
",Men
581,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
",Men in art
582,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
","Arts, Classical"
583,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
",Men in literature
584,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
",Masculinity in art
585,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
","Civilization, Classical"
586,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
",Masculinity in literature
587,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
",Self-knowledge in literature
588,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
",Literature and society
589,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
",Literature and society
590,"https://explorer-api.opensyllabus.org/v1/works/48765058679169.json
",Classical literature
591,"https://explorer-api.opensyllabus.org/v1/works/51144470561746.json
",Athena
592,"https://explorer-api.opensyllabus.org/v1/works/51144470561746.json
",Homer.
593,"https://explorer-api.opensyllabus.org/v1/works/51144470561746.json
","Gods, Greek, in literature."
594,"https://explorer-api.opensyllabus.org/v1/works/51144470561746.json
",Odysseus (Greek mythology)
595,"https://explorer-api.opensyllabus.org/v1/works/51144470561746.json
","Epic poetry, Greek"
596,"https://explorer-api.opensyllabus.org/v1/works/50560355008885.json
",Identity (Psychology) in literature.
597,"https://explorer-api.opensyllabus.org/v1/works/50560355008885.json
",Individuality in literature.
598,"https://explorer-api.opensyllabus.org/v1/works/50560355008885.json
",Characters and characteristics in literature.
599,"https://explorer-api.opensyllabus.org/v1/works/50560355008885.json
",Greek literature
600,"https://explorer-api.opensyllabus.org/v1/works/73942156968810.json
",Identity (Psychology) in literature.
601,"https://explorer-api.opensyllabus.org/v1/works/73942156968810.json
",Individuality in literature.
602,"https://explorer-api.opensyllabus.org/v1/works/73942156968810.json
",Characters and characteristics in literature.
603,"https://explorer-api.opensyllabus.org/v1/works/73942156968810.json
",Greek literature
604,"https://explorer-api.opensyllabus.org/v1/works/57518202028170.json
",Theognis
605,"https://explorer-api.opensyllabus.org/v1/works/57518202028170.json
",Literature and society
606,"https://explorer-api.opensyllabus.org/v1/works/57518202028170.json
","Elegiac poetry, Greek"
607,"https://explorer-api.opensyllabus.org/v1/works/57518202028170.json
",Megara (Greece)
608,"https://explorer-api.opensyllabus.org/v1/works/48644799595921.json
","Sculpture, Hellenistic"
609,"https://explorer-api.opensyllabus.org/v1/works/48644799595921.json
","Sculpture, Greek"
610,"https://explorer-api.opensyllabus.org/v1/works/72997264173851.json
","Sculpture, Hellenistic"
611,"https://explorer-api.opensyllabus.org/v1/works/72997264173851.json
","Sculpture, Greek"
612,"https://explorer-api.opensyllabus.org/v1/works/48378511624931.json
","Art, Roman"
613,"https://explorer-api.opensyllabus.org/v1/works/48661979465229.json
",Sex in art.
614,"https://explorer-api.opensyllabus.org/v1/works/48661979465229.json
",Erotic art
615,"https://explorer-api.opensyllabus.org/v1/works/48661979465229.json
","Art, Roman"
616,"https://explorer-api.opensyllabus.org/v1/works/63187558910565.json
","Cities and towns, Ancient"
617,"https://explorer-api.opensyllabus.org/v1/works/63187558910565.json
",Cults
618,"https://explorer-api.opensyllabus.org/v1/works/63187558910565.json
",Greece
619,"https://explorer-api.opensyllabus.org/v1/works/55791625177037.json
",Catholic Church
620,"https://explorer-api.opensyllabus.org/v1/works/55791625177037.json
",Bible
621,"https://explorer-api.opensyllabus.org/v1/works/55791625177037.json
","Latin language, Postclassical"
622,"https://explorer-api.opensyllabus.org/v1/works/55791625177037.json
","Latin language, Medieval and modern"
623,"https://explorer-api.opensyllabus.org/v1/works/55791625177037.json
",Liturgical language
624,"https://explorer-api.opensyllabus.org/v1/works/55791625177037.json
",Latin language
625,"https://explorer-api.opensyllabus.org/v1/works/35459249997882.json
",Greek drama (Tragedy)
626,"https://explorer-api.opensyllabus.org/v1/works/35459249997882.json
",Theater in art.
627,"https://explorer-api.opensyllabus.org/v1/works/35459249997882.json
","Vase-painting, Greek"
628,"https://explorer-api.opensyllabus.org/v1/works/9156870770243.json
",Euripides
629,"https://explorer-api.opensyllabus.org/v1/works/9156870770243.json
","Didactic drama, Greek"
630,"https://explorer-api.opensyllabus.org/v1/works/9156870770243.json
","Political plays, Greek"
631,"https://explorer-api.opensyllabus.org/v1/works/9156870770243.json
",Greek drama (Tragedy)
632,"https://explorer-api.opensyllabus.org/v1/works/9156870770243.json
",Athens (Greece)
633,"https://explorer-api.opensyllabus.org/v1/works/40518721471772.json
",Bible.
634,"https://explorer-api.opensyllabus.org/v1/works/40518721471772.json
","Greek language, Biblical"
635,"https://explorer-api.opensyllabus.org/v1/works/40518721471772.json
","Greek language, Biblical"
636,"https://explorer-api.opensyllabus.org/v1/works/61254823596885.json
",Bible.
637,"https://explorer-api.opensyllabus.org/v1/works/61254823596885.json
","Greek language, Biblical"
638,"https://explorer-api.opensyllabus.org/v1/works/61254823596885.json
","Greek language, Biblical"
639,"https://explorer-api.opensyllabus.org/v1/works/46188078302497.json
",Theater
640,"https://explorer-api.opensyllabus.org/v1/works/46188078302497.json
",Greek drama in art.
641,"https://explorer-api.opensyllabus.org/v1/works/46188078302497.json
",Theater in art.
642,"https://explorer-api.opensyllabus.org/v1/works/8856223023261.json
",Theater
643,"https://explorer-api.opensyllabus.org/v1/works/8856223023261.json
",Greek drama in art.
644,"https://explorer-api.opensyllabus.org/v1/works/8856223023261.json
",Theater in art.
645,"https://explorer-api.opensyllabus.org/v1/works/61950608301143.json
",Sophocles
646,"https://explorer-api.opensyllabus.org/v1/works/61950608301143.json
",Oedipus (Greek mythology)
647,"https://explorer-api.opensyllabus.org/v1/works/61950608301143.json
",Antigone (Greek mythology)
648,"https://explorer-api.opensyllabus.org/v1/works/61950608301143.json
",Thebes (Greece)
649,"https://explorer-api.opensyllabus.org/v1/works/48619029792486.json
",Language and culture.
650,"https://explorer-api.opensyllabus.org/v1/works/48619029792486.json
",Translating and interpreting.
651,"https://explorer-api.opensyllabus.org/v1/works/46153718565865.json
",Language and culture.
652,"https://explorer-api.opensyllabus.org/v1/works/46153718565865.json
",Translating and interpreting.
653,"https://explorer-api.opensyllabus.org/v1/works/52175262712087.json
","Civilization, Classical."
654,"https://explorer-api.opensyllabus.org/v1/works/59734405155479.json
",Classical literature
655,"https://explorer-api.opensyllabus.org/v1/works/63342177717680.json
",Classical literature
656,"https://explorer-api.opensyllabus.org/v1/works/47261820126331.json
",Building trades
657,"https://explorer-api.opensyllabus.org/v1/works/47261820126331.json
",Epidaurus (Extinct city)
658,"https://explorer-api.opensyllabus.org/v1/works/47261820126331.json
",Epidaurus (Extinct city).
659,"https://explorer-api.opensyllabus.org/v1/works/46394236732158.json
",Mediterranean Region
660,"https://explorer-api.opensyllabus.org/v1/works/46394236732158.json
",Mediterranean Region
661,"https://explorer-api.opensyllabus.org/v1/works/46394236732158.json
",Mediterranean Region
